FILIAL;NUMNOTA;SERIE;EMISSAO;CODCLI;CODPROD;QUANT;VLRUNIT;VLRTOTAL;CFOP;COND_PGTO
01;110111;1;05/11/2025;000013;PA00556;3;59,18;177,54;5102;30 DD
02;504505;1;05/11/2025;000311;PA00370;15;72,63;1089,45;5102;28/35/42
01;110112;1;05/11/2025;000354;PA00176;9;11,48;103,32;6102;À VISTA
01;110113;1;05/11/2025;000446;PA00011;2;49,71;99,42;6102;28/35/42
01;110114;1;05/11/2025;000009;PA00074;1;36,74;36,74;6102;28 DD
01;110115;1;05/11/2025;000104;PA00300;3;45,25;135,75;5102;À VISTA
01;110116;1;05/11/2025;000100;PA00230;6;31,14;186,84;5102;30 DD
01;110117;1;05/11/2025;000111;PA00007;3;56,16;168,48;5102;30 DD
01;110118;1;05/11/2025;000139;PA00290;9;37,32;335,88;6102;28/35/42
01;110119;1;05/11/2025;000006;PA00487;1;23,15;23,15;5102;28/35/42
02;504506;1;05/11/2025;938582;PA00146;4;7,23;28,92;5102;28/35/42
02;504507;1;05/11/2025;000406;PA00110;12;23,91;286,92;5102;28 DD
02;504508;1;05/11/2025;000086;PA00065;3;15,50;46,50;5102;28 DD
01;110120;1;05/11/2025;000118;PA00536;17;62,37;1060,29;5102;30 DD
01;110121;1;05/11/2025;000073;PA00041;5;38,27;191,35;5102;28 DD
01;110122;1;05/11/2025;000128;PA00502;66;45,35;2993,10;6102;28/35/42
02;504509;1;05/11/2025;000162;PA00481;14;18,85;263,90;5102;À VISTA
01;110123;1;05/11/2025;000465;PA00027;1;43,07;43,07;6102;30 DD
01;110124;1;05/11/2025;000455;PA00211;5;22,05;110,25;5102;28/35/42
02;504510;1;05/11/2025;000364;PA00559;12;52,49;629,88;5102;30 DD
02;504511;1;05/11/2025;000195;PA00337;1;66,00;66,00;5102;À VISTA
01;110125;1;05/11/2025;999417;PA00397;11;50,72;557,92;6102;30 DD
01;110126;1;05/11/2025;000497;PA00585;37;33,11;1225,07;5102;28/35/42
01;110127;1;05/11/2025;000468;PA00276;15;36,27;544,05;5102;28 DD
01;110128;1;05/11/2025;000096;PA00494;21;9,24;194,04;6102;À VISTA
02;504512;1;05/11/2025;000349;PA00066;1;12,25;12,25;6102;28/35/42
02;504513;1;05/11/2025;000011;PA00484;1;23,03;23,03;5102;30 DD
01;110129;1;05/11/2025;000067;PA00230;2;31,14;62,28;6102;À VISTA
02;504514;1;05/11/2025;000086;PA00500;2;12,75;25,50;5102;28/35/42
02;504515;1;05/11/2025;000144;PA00526;14;62,86;880,04;5102;30 DD
01;110130;1;05/11/2025;000368;PA00201;22;35,12;772,64;6102;À VISTA
01;110131;1;05/11/2025;000414;PA00552;1;10,69;10,69;5102;À VISTA
01;110132;1;05/11/2025;000221;PA00134;4;22,27;89,08;5102;30 DD
01;110133;1;05/11/2025;000024;PA00005;4;38,55;154,20;5102;28 DD
02;504516;1;06/11/2025;000083;PA00592;1;55,33;55,33;5102;28/35/42
01;110134;1;06/11/2025;000473;PA00186;6;26,24;157,44;5102;28/35/42
02;504517;1;06/11/2025;000144;PA00578;22;75,71;1665,62;6102;28/35/42
01;110135;1;06/11/2025;000017;PA00572;2;40,89;81,78;6102;30 DD
02;504518;1;06/11/2025;000241;PA00330;15;59,81;897,15;6102;28 DD
02;504519;1;06/11/2025;000476;PA00319;3;49,22;147,66;5102;30 DD
01;110136;1;06/11/2025;000297;PA00139;5;19,81;99,05;6102;28/35/42
02;504520;1;06/11/2025;000365;PA00112;18;30,60;550,80;5102;30 DD
01;110137;1;06/11/2025;000128;PA00005;8;40,69;325,52;6102;28/35/42
01;110138;1;06/11/2025;000182;PA00027;26;50,67;1317,42;5102;28 DD
01;110139;1;06/11/2025;000147;PA00093;8;22,15;177,20;6102;30 DD
01;110140;1;06/11/2025;000433;PA00296;5;38,28;191,40;5102;28 DD
01;110141;1;06/11/2025;000489;PA00561;15;48,76;731,40;5102;30 DD
02;504521;1;06/11/2025;000412;PA00123;10;33,58;335,80;5102;À VISTA
02;504522;1;06/11/2025;988226;PA00105;13;29,68;385,84;6102;À VISTA
01;110142;1;06/11/2025;000388;PA00559;12;55,25;663,00;6102;28/35/42
02;504523;1;06/11/2025;000386;PA00408;2;18,12;36,24;5102;28/35/42
01;110143;1;06/11/2025;000389;PA00198;5;21,94;109,70;5102;À VISTA
01;110144;1;06/11/2025;000472;PA00103;1;29,22;29,22;5102;30 DD
01;110145;1;06/11/2025;000339;PA00127;1;19,74;19,74;6102;À VISTA
01;110146;1;06/11/2025;000064;PA00208;1;14,54;14,54;6102;30 DD
01;110147;1;06/11/2025;000368;PA00161;23;14,73;338,79;6102;30 DD
01;110148;1;06/11/2025;000404;PA00043;10;7,64;76,40;6102;30 DD
02;504524;1;06/11/2025;000093;PA00223;23;45,37;1043,51;5102;30 DD
01;110149;1;06/11/2025;000146;PA00272;34;28,64;973,76;6102;28/35/42
01;110150;1;06/11/2025;000473;PA00441;11;14,38;158,18;6102;30 DD
02;504525;1;06/11/2025;000386;PA00195;3;34,04;102,12;6102;28/35/42
02;504526;1;06/11/2025;000387;PA00498;9;21,32;191,88;5102;30 DD
01;110151;1;06/11/2025;000272;PA00469;1;22,24;22,24;5102;30 DD
01;110152;1;06/11/2025;000080;PA00021;1;40,09;40,09;5102;À VISTA
02;504527;1;06/11/2025;000011;PA00263;3;21,43;64,29;5102;28 DD
01;110153;1;06/11/2025;960944;PA00471;5;20,15;100,75;5102;28 DD
01;110154;1;06/11/2025;000183;PA00474;8;16,65;133,20;5102;À VISTA
02;504528;1;06/11/2025;000432;PA00416;10;10,03;100,30;6102;28/35/42
01;110155;1;06/11/2025;000272;PA00337;2;69,89;139,78;5102;28/35/42
02;504529;1;06/11/2025;000396;PA00319;10;49,22;492,20;6102;30 DD
01;110156;1;06/11/2025;000455;PA00255;4;10,75;43,00;6102;30 DD
02;504530;1;06/11/2025;000218;PA00137;5;21,15;105,75;6102;À VISTA
02;504531;1;06/11/2025;000456;PA00096;8;42,48;339,84;6102;À VISTA
02;504532;1;06/11/2025;000451;PA00534;16;66,97;1071,52;6102;28 DD
01;110157;1;06/11/2025;000334;PA00125;1;8,97;8,97;6102;30 DD
02;504533;1;07/11/2025;000190;PA00380;11;41,32;454,52;6102;À VISTA
01;110158;1;07/11/2025;000018;PA00578;17;79,69;1354,73;5102;30 DD
01;110159;1;07/11/2025;000281;PA00034;19;35,96;683,24;5102;28/35/42
01;110160;1;07/11/2025;000253;PA00131;4;10,21;40,84;5102;À VISTA
01;110161;1;07/11/2025;961709;PA00019;7;61,36;429,52;5102;À VISTA
01;110162;1;07/11/2025;000489;PA00451;5;28,03;140,15;6102;28/35/42
02;504534;1;07/11/2025;000421;PA00258;16;48,16;770,56;5102;28/35/42
01;110163;1;07/11/2025;000408;PA00334;8;54,42;435,36;6102;30 DD
01;110164;1;07/11/2025;000401;PA00355;7;19,97;139,79;5102;28 DD
02;504535;1;07/11/2025;000005;PA00164;4;27,07;108,28;6102;30 DD
01;110165;1;07/11/2025;000067;PA00269;2;11,93;23,86;5102;À VISTA
01;110166;1;07/11/2025;000217;PA00187;14;14,85;207,90;6102;28 DD
01;110167;1;07/11/2025;000015;PA00590;8;67,75;542,00;6102;28/35/42
02;504536;1;07/11/2025;000329;PA00343;4;68,84;275,36;5102;28 DD
01;110168;1;07/11/2025;000448;PA00227;25;48,47;1211,75;6102;28/35/42
02;504537;1;07/11/2025;000218;PA00256;5;12,58;62,90;6102;28 DD
02;504538;1;07/11/2025;000084;PA00125;3;9,44;28,32;5102;28 DD
02;504539;1;07/11/2025;000476;PA00324;11;79,21;871,31;6102;30 DD
01;110169;1;07/11/2025;000382;PA00172;3;20,88;62,64;5102;À VISTA
01;110170;1;07/11/2025;000388;PA00135;11;10,29;113,19;6102;À VISTA
01;110171;1;07/11/2025;000159;PA00106;5;30,35;151,75;6102;À VISTA
02;504540;1;07/11/2025;000470;PA00549;4;82,19;328,76;6102;28 DD
01;110172;1;07/11/2025;000176;PA00576;5;20,44;102,20;5102;À VISTA
01;110173;1;07/11/2025;000350;PA00052;6;19,73;118,38;6102;28 DD
01;110174;1;07/11/2025;000104;PA00419;2;16,35;32,70;5102;À VISTA
01;110175;1;07/11/2025;000181;PA00203;4;22,64;90,56;5102;30 DD
01;110176;1;07/11/2025;000140;PA00242;4;19,31;77,24;5102;28 DD
01;110177;1;07/11/2025;000444;PA00420;7;12,11;84,77;6102;28/35/42
01;110178;1;07/11/2025;000481;PA00570;14;84,98;1189,72;6102;28 DD
01;110179;1;07/11/2025;000186;PA00426;3;14,10;42,30;6102;28 DD
01;110180;1;07/11/2025;000408;PA00008;1;15,07;15,07;6102;30 DD
02;504541;1;07/11/2025;000108;PA00403;12;26,19;314,28;6102;30 DD
02;504542;1;07/11/2025;000185;PA00258;1;48,16;48,16;5102;28/35/42
01;110181;1;07/11/2025;000433;PA00154;2;7,90;15,80;6102;30 DD
01;110182;1;07/11/2025;000350;PA00366;1;13,20;13,20;6102;À VISTA
01;110183;1;07/11/2025;000354;PA00109;7;34,74;243,18;5102;28 DD
02;504543;1;07/11/2025;000407;PA00301;14;31,90;446,60;6102;À VISTA
02;504544;1;07/11/2025;000439;PA00560;12;55,73;668,76;5102;28/35/42
01;110184;1;07/11/2025;000217;PA00101;4;21,77;87,08;6102;30 DD
01;110185;1;07/11/2025;000234;PA00468;34;28,35;963,90;5102;À VISTA
01;110186;1;07/11/2025;000126;PA00064;19;10,67;202,73;5102;28/35/42
02;504545;1;07/11/2025;000386;PA00573;4;31,89;127,56;6102;À VISTA
01;110187;1;07/11/2025;000075;PA00334;13;54,42;707,46;5102;À VISTA
01;110188;1;07/11/2025;000067;PA00176;1;9,76;9,76;5102;28/35/42
02;504546;1;07/11/2025;000476;PA00434;16;28,59;457,44;6102;28 DD
01;110189;1;07/11/2025;000156;PA00588;1;19,72;19,72;5102;30 DD
01;110190;1;07/11/2025;000391;PA00273;12;42,25;507,00;6102;28 DD
01;110191;1;07/11/2025;000290;PA00171;3;28,45;85,35;6102;30 DD
01;110192;1;08/11/2025;000028;PA00125;1;9,44;9,44;5102;28/35/42
02;504547;1;08/11/2025;000359;PA00134;3;22,27;66,81;5102;28/35/42
01;110193;1;08/11/2025;000101;PA00046;15;5,39;80,85;5102;28/35/42
01;110194;1;08/11/2025;000028;PA00521;10;66,82;668,20;5102;À VISTA
01;110195;1;08/11/2025;000315;PA00309;15;64,99;974,85;6102;30 DD
02;504548;1;08/11/2025;000387;PA00370;4;65,37;261,48;5102;28 DD
02;504549;1;08/11/2025;000355;PA00266;12;30,52;366,24;6102;30 DD
02;504550;1;08/11/2025;000432;PA00462;7;16,80;117,60;6102;À VISTA
02;504551;1;08/11/2025;000071;PA00363;19;20,91;397,29;5102;28 DD
02;504552;1;08/11/2025;000033;PA00471;2;18,13;36,26;6102;28/35/42
02;504553;1;08/11/2025;000466;PA00433;17;30,38;516,46;5102;À VISTA
02;504554;1;08/11/2025;000476;PA00294;5;21,74;108,70;5102;À VISTA
01;110196;1;08/11/2025;000392;PA00314;2;30,82;61,64;5102;28/35/42
01;110197;1;08/11/2025;000465;PA00408;2;15,26;30,52;6102;À VISTA
02;504555;1;08/11/2025;000371;PA00541;11;19,41;213,51;5102;28 DD
01;110198;1;08/11/2025;000078;PA00377;4;11,46;45,84;5102;28 DD
01;110199;1;08/11/2025;000096;PA00551;5;30,10;150,50;5102;28 DD
02;504556;1;08/11/2025;000466;PA00585;12;31,45;377,40;5102;28/35/42
02;504557;1;08/11/2025;000087;PA00309;7;64,99;454,93;6102;28/35/42
01;110200;1;08/11/2025;000074;PA00512;3;8,47;25,41;6102;À VISTA
01;110201;1;08/11/2025;000098;PA00494;2;8,32;16,64;5102;À VISTA
01;110202;1;08/11/2025;000448;PA00359;10;16,65;166,50;6102;À VISTA
01;110203;1;08/11/2025;000156;PA00113;3;18,13;54,39;5102;30 DD
02;504558;1;08/11/2025;000439;PA00510;11;62,49;687,39;5102;28 DD
01;110204;1;08/11/2025;000413;PA00078;1;13,14;13,14;5102;28 DD
01;110205;1;08/11/2025;000156;PA00500;2;12,00;24,00;6102;28 DD
01;110206;1;08/11/2025;000370;PA00253;5;9,88;49,40;6102;28 DD
02;504559;1;08/11/2025;000260;PA00013;3;7,08;21,24;5102;28/35/42
02;504560;1;08/11/2025;000083;PA00582;2;49,28;98,56;6102;28/35/42
02;504561;1;08/11/2025;000087;PA00518;10;40,58;405,80;5102;À VISTA
01;110207;1;08/11/2025;000397;PA00342;2;52,73;105,46;6102;30 DD
01;110208;1;08/11/2025;000104;PA00030;1;40,67;40,67;5102;30 DD
01;110209;1;09/11/2025;000229;PA00056;9;39,80;358,20;5102;30 DD
01;110210;1;09/11/2025;000025;PA00443;6;17,40;104,40;5102;À VISTA
01;110211;1;09/11/2025;000338;PA00260;2;54,60;109,20;5102;30 DD
02;504562;1;09/11/2025;000466;PA00129;17;16,41;278,97;6102;30 DD
02;504563;1;09/11/2025;000484;PA00421;15;9,90;148,50;6102;28 DD
01;110212;1;09/11/2025;000147;PA00103;5;29,22;146,10;6102;À VISTA
01;110213;1;09/11/2025;000399;PA00219;3;41,22;123,66;6102;28/35/42
02;504564;1;09/11/2025;000398;PA00495;1;7,42;7,42;6102;28/35/42
01;110214;1;10/11/2025;000028;PA00029;3;29,33;87,99;6102;28/35/42
02;504565;1;10/11/2025;000423;PA00469;1;23,55;23,55;5102;28/35/42
01;110215;1;10/11/2025;000139;PA00211;13;22,05;286,65;5102;28 DD
02;504566;1;10/11/2025;000421;PA00406;14;26,31;368,34;5102;28 DD
01;110216;1;10/11/2025;000027;PA00308;7;65,19;456,33;6102;À VISTA
01;110217;1;10/11/2025;000416;PA00569;8;16,89;135,12;6102;À VISTA
02;504567;1;10/11/2025;000055;PA00130;3;21,92;65,76;5102;28 DD
01;110218;1;10/11/2025;000095;PA00449;15;13,96;209,40;6102;28 DD
02;504568;1;10/11/2025;000251;PA00194;2;23,99;47,98;6102;28 DD
01;110219;1;10/11/2025;000026;PA00076;10;42,58;425,80;5102;28 DD
01;110220;1;10/11/2025;000104;PA00422;1;12,87;12,87;6102;28 DD
02;504569;1;10/11/2025;000152;PA00052;2;21,92;43,84;5102;28 DD
01;110221;1;10/11/2025;000301;PA00137;3;20,09;60,27;5102;28 DD
01;110222;1;10/11/2025;000174;PA00117;4;12,83;51,32;5102;28 DD
01;110223;1;10/11/2025;000009;PA00034;1;34,16;34,16;5102;28 DD
01;110224;1;10/11/2025;000236;PA00165;2;23,87;47,74;6102;À VISTA
01;110225;1;10/11/2025;000277;PA00406;5;26,31;131,55;6102;À VISTA
01;110226;1;10/11/2025;946665;PA00333;2;30,00;60,00;5102;28/35/42
01;110227;1;10/11/2025;000079;PA00124;2;13,49;26,98;6102;30 DD
02;504570;1;10/11/2025;000311;PA00526;3;56,57;169,71;5102;À VISTA
02;504571;1;10/11/2025;000451;PA00527;3;54,59;163,77;6102;À VISTA
01;110228;1;10/11/2025;000342;PA00423;1;28,26;28,26;6102;28/35/42
01;110229;1;10/11/2025;000139;PA00477;16;27,67;442,72;6102;28/35/42
01;110230;1;10/11/2025;000099;PA00239;5;43,58;217,90;6102;28/35/42
01;110231;1;10/11/2025;000428;PA00544;18;22,18;399,24;5102;28 DD
02;504572;1;10/11/2025;000262;PA00514;1;49,22;49,22;5102;30 DD
02;504573;1;10/11/2025;000329;PA00498;18;23,69;426,42;6102;30 DD
02;504574;1;10/11/2025;000041;PA00362;2;14,53;29,06;5102;28 DD
02;504575;1;10/11/2025;000377;PA00265;6;30,06;180,36;5102;30 DD
01;110232;1;10/11/2025;000109;PA00049;5;50,53;252,65;6102;30 DD
01;110233;1;10/11/2025;000166;PA00295;1;15,31;15,31;5102;28 DD
01;110234;1;10/11/2025;000189;PA00117;14;12,19;170,66;6102;30 DD
01;110235;1;10/11/2025;000353;PA00568;5;13,92;69,60;6102;30 DD
01;110236;1;10/11/2025;000244;PA00227;6;48,47;290,82;6102;28 DD
02;504576;1;10/11/2025;000089;PA00559;1;49,72;49,72;6102;28/35/42
01;110237;1;10/11/2025;000018;PA00320;15;47,87;718,05;5102;30 DD
02;504577;1;10/11/2025;000329;PA00300;20;50,28;1005,60;6102;À VISTA
01;110238;1;10/11/2025;000352;PA00205;5;32,47;162,35;6102;À VISTA
02;504578;1;10/11/2025;000048;PA00566;12;68,27;819,24;6102;28 DD
02;504579;1;11/11/2025;000144;PA00015;7;34,81;243,67;6102;30 DD
01;110239;1;11/11/2025;000442;PA00182;1;30,47;30,47;6102;30 DD
02;504580;1;11/11/2025;000466;PA00398;7;22,37;156,59;6102;28 DD
01;110240;1;11/11/2025;000269;PA00189;13;14,64;190,32;6102;28/35/42
01;110241;1;11/11/2025;000150;PA00586;11;63,33;696,63;5102;28/35/42
02;504581;1;11/11/2025;000071;PA00410;5;9,67;48,35;6102;28 DD
01;110242;1;11/11/2025;000489;PA00408;25;18,12;453,00;6102;28 DD
01;110243;1;11/11/2025;000118;PA00539;8;7,57;60,56;6102;30 DD
01;110244;1;11/11/2025;000433;PA00403;1;24,88;24,88;5102;28/35/42
02;504582;1;11/11/2025;000172;PA00415;9;9,67;87,03;6102;À VISTA
02;504583;1;11/11/2025;000440;PA00050;3;29,74;89,22;6102;28 DD
01;110245;1;11/11/2025;000064;PA00549;6;82,19;493,14;6102;28/35/42
02;504584;1;11/11/2025;000205;PA00554;4;29,55;118,20;6102;30 DD
01;110246;1;11/11/2025;000282;PA00296;8;36,37;290,96;5102;28 DD
02;504585;1;11/11/2025;000278;PA00253;3;9,88;29,64;5102;28/35/42
01;110247;1;11/11/2025;000358;PA00191;6;12,78;76,68;5102;À VISTA
01;110248;1;11/11/2025;000446;PA00591;3;22,91;68,73;6102;28 DD
02;504586;1;11/11/2025;000474;PA00012;15;34,97;524,55;6102;28 DD
01;110249;1;11/11/2025;000430;PA00130;11;20,76;228,36;5102;30 DD
01;110250;1;11/11/2025;000038;PA00287;9;62,15;559,35;5102;30 DD
01;110251;1;11/11/2025;000128;PA00237;14;35,21;492,94;5102;28/35/42
01;110252;1;11/11/2025;000489;PA00197;16;16,15;258,40;6102;30 DD
01;110253;1;11/11/2025;000176;PA00418;4;19,53;78,12;5102;30 DD
01;110254;1;11/11/2025;000375;PA00012;1;34,97;34,97;6102;À VISTA
01;110255;1;11/11/2025;000444;PA00065;4;18,24;72,96;6102;30 DD
02;504587;1;11/11/2025;000439;PA00070;10;49,53;495,30;5102;À VISTA
01;110256;1;11/11/2025;000045;PA00600;11;58,51;643,61;5102;28/35/42
01;110257;1;11/11/2025;000198;PA00335;1;28,74;28,74;6102;28/35/42
02;504588;1;11/11/2025;000365;PA00069;16;42,41;678,56;6102;28 DD
01;110258;1;11/11/2025;000091;PA00190;6;36,73;220,38;6102;28/35/42
01;110259;1;11/11/2025;000267;PA00133;12;32,15;385,80;6102;28/35/42
01;110260;1;11/11/2025;000214;PA00580;7;53,64;375,48;5102;À VISTA
01;110261;1;11/11/2025;000099;PA00121;23;35,83;824,09;5102;À VISTA
02;504589;1;11/11/2025;000116;PA00362;1;12,35;12,35;6102;À VISTA
01;110262;1;11/11/2025;000234;PA00498;16;23,69;379,04;6102;À VISTA
01;110263;1;11/11/2025;000018;PA00492;9;6,39;57,51;5102;30 DD
01;110264;1;11/11/2025;000320;PA00002;11;43,68;480,48;5102;À VISTA
01;110265;1;11/11/2025;000174;PA00329;4;36,77;147,08;6102;28/35/42
02;504590;1;11/11/2025;000225;PA00487;6;25,72;154,32;5102;28 DD
01;110266;1;11/11/2025;000434;PA00141;2;26,23;52,46;6102;30 DD
01;110267;1;11/11/2025;000362;PA00065;37;18,24;674,88;6102;30 DD
01;110268;1;11/11/2025;000341;PA00100;2;50,51;101,02;6102;28 DD
02;504591;1;11/11/2025;000421;PA00357;12;50,50;606,00;6102;28 DD
01;110269;1;11/11/2025;000497;PA00077;28;23,36;654,08;5102;30 DD
02;504592;1;12/11/2025;000279;PA00234;9;56,36;507,24;5102;28/35/42
01;110270;1;12/11/2025;000186;PA00518;3;36,52;109,56;6102;28 DD
01;110271;1;12/11/2025;000353;PA00093;8;22,15;177,20;6102;28 DD
01;110272;1;12/11/2025;000497;PA00010;12;12,15;145,80;5102;28/35/42
01;110273;1;12/11/2025;000045;PA00064;15;10,14;152,10;6102;30 DD
01;110274;1;12/11/2025;000100;PA00384;4;39,23;156,92;5102;30 DD
01;110275;1;12/11/2025;000269;PA00103;7;29,22;204,54;5102;À VISTA
01;110276;1;12/11/2025;000453;PA00148;1;9,76;9,76;5102;30 DD
01;110277;1;12/11/2025;000368;PA00119;11;29,98;329,78;5102;28/35/42
01;110278;1;12/11/2025;000127;PA00121;5;32,25;161,25;5102;28 DD
02;504593;1;12/11/2025;000474;PA00217;12;33,21;398,52;5102;À VISTA
01;110279;1;12/11/2025;000362;PA00491;1;10,45;10,45;6102;À VISTA
01;110280;1;12/11/2025;000418;PA00419;2;16,35;32,70;5102;30 DD
01;110281;1;12/11/2025;000350;PA00023;13;32,86;427,18;5102;À VISTA
02;504594;1;12/11/2025;000242;PA00246;2;30,35;60,70;6102;28/35/42
01;110282;1;12/11/2025;000214;PA00455;6;16,81;100,86;5102;À VISTA
02;504595;1;12/11/2025;000500;PA00196;1;19,29;19,29;5102;28 DD
01;110283;1;12/11/2025;000481;PA00552;4;12,58;50,32;6102;28/35/42
02;504596;1;12/11/2025;000435;PA00584;5;82,08;410,40;5102;30 DD
01;110284;1;12/11/2025;000128;PA00543;15;10,60;159,00;6102;À VISTA
02;504597;1;12/11/2025;000084;PA00506;11;11,93;131,23;6102;À VISTA
01;110285;1;12/11/2025;000173;PA00310;2;20,21;40,42;5102;À VISTA
02;504598;1;12/11/2025;000377;PA00060;10;9,66;96,60;5102;28/35/42
01;110286;1;12/11/2025;000006;PA00372;1;7,67;7,67;5102;28/35/42
02;504599;1;12/11/2025;983038;PA00086;9;29,04;261,36;6102;28/35/42
02;504600;1;12/11/2025;000179;PA00304;3;36,39;109,17;6102;À VISTA
01;110287;1;12/11/2025;940163;PA00039;10;13,85;138,50;5102;28/35/42
01;110288;1;12/11/2025;000025;PA00356;3;41,75;125,25;6102;30 DD
01;110289;1;12/11/2025;000043;PA00368;1;28,07;28,07;6102;À VISTA
01;110290;1;12/11/2025;000032;PA00473;7;32,57;227,99;6102;30 DD
01;110291;1;12/11/2025;000065;PA00544;1;17,74;17,74;5102;28 DD
01;110292;1;12/11/2025;000100;PA00142;4;43,70;174,80;6102;30 DD
01;110293;1;12/11/2025;000390;PA00574;1;54,35;54,35;6102;30 DD
01;110294;1;12/11/2025;000067;PA00168;5;22,64;113,20;6102;28/35/42
01;110295;1;12/11/2025;000471;PA00552;1;11,32;11,32;5102;30 DD
01;110296;1;12/11/2025;000268;PA00279;9;35,13;316,17;6102;À VISTA
01;110297;1;12/11/2025;000255;PA00416;1;10,03;10,03;6102;À VISTA
01;110298;1;12/11/2025;000147;PA00334;5;54,42;272,10;5102;28/35/42
02;504601;1;12/11/2025;000387;PA00551;4;30,10;120,40;5102;28 DD
01;110299;1;12/11/2025;000330;PA00335;1;31,93;31,93;6102;28/35/42
02;504602;1;12/11/2025;000371;PA00156;9;27,29;245,61;6102;30 DD
02;504603;1;12/11/2025;000049;PA00226;13;17,75;230,75;5102;28/35/42
02;504604;1;13/11/2025;000116;PA00017;1;45,36;45,36;6102;À VISTA
01;110300;1;13/11/2025;000204;PA00530;7;70,15;491,05;5102;28/35/42
01;110301;1;13/11/2025;000301;PA00513;1;52,47;52,47;6102;28 DD
01;110302;1;13/11/2025;000118;PA00588;14;20,76;290,64;5102;30 DD
01;110303;1;13/11/2025;000077;PA00372;3;9,02;27,06;5102;30 DD
01;110304;1;13/11/2025;000375;PA00334;6;54,42;326,52;5102;30 DD
01;110305;1;13/11/2025;000128;PA00352;1;21,32;21,32;5102;28 DD
02;504605;1;13/11/2025;000383;PA00411;1;17,59;17,59;6102;28/35/42
01;110306;1;13/11/2025;000315;PA00552;1;12,58;12,58;5102;28 DD
01;110307;1;13/11/2025;000441;PA00387;3;47,68;143,04;6102;30 DD
01;110308;1;13/11/2025;988844;PA00071;3;47,22;141,66;5102;30 DD
01;110309;1;13/11/2025;000330;PA00466;2;27,09;54,18;5102;28/35/42
01;110310;1;13/11/2025;000159;PA00299;1;25,66;25,66;5102;À VISTA
01;110311;1;13/11/2025;000464;PA00289;2;17,42;34,84;5102;28/35/42
01;110312;1;13/11/2025;000054;PA00113;5;17,13;85,65;6102;À VISTA
01;110313;1;13/11/2025;000281;PA00134;24;22,27;534,48;5102;28/35/42
02;504606;1;13/11/2025;000307;PA00475;2;24,81;49,62;6102;30 DD
01;110314;1;13/11/2025;000239;PA00232;18;44,37;798,66;5102;28/35/42
02;504607;1;13/11/2025;000041;PA00170;28;41,06;1149,68;5102;À VISTA
02;504608;1;13/11/2025;000307;PA00126;1;8,59;8,59;6102;28/35/42
01;110315;1;13/11/2025;000281;PA00586;36;63,33;2279,88;6102;28/35/42
01;110316;1;13/11/2025;000150;PA00169;5;19,19;95,95;6102;30 DD
01;110317;1;13/11/2025;000128;PA00046;8;5,39;43,12;6102;28/35/42
02;504609;1;13/11/2025;000347;PA00438;4;27,97;111,88;5102;28 DD
02;504610;1;13/11/2025;000051;PA00581;5;11,77;58,85;5102;À VISTA
01;110318;1;13/11/2025;000214;PA00338;20;23,46;469,20;6102;À VISTA
01;110319;1;13/11/2025;000422;PA00420;5;12,11;60,55;6102;30 DD
01;110320;1;13/11/2025;000082;PA00462;7;16,80;117,60;5102;30 DD
02;504611;1;13/11/2025;000423;PA00443;2;14,79;29,58;5102;30 DD
01;110321;1;13/11/2025;000054;PA00504;1;17,14;17,14;5102;30 DD
01;110322;1;13/11/2025;000128;PA00500;22;14,25;313,50;5102;30 DD
02;504612;1;13/11/2025;000205;PA00327;11;47,05;517,55;5102;À VISTA
01;110323;1;13/11/2025;000419;PA00085;4;24,25;97,00;6102;À VISTA
01;110324;1;13/11/2025;000102;PA00107;17;23,88;405,96;6102;28 DD
02;504613;1;13/11/2025;000329;PA00556;3;62,29;186,87;5102;28/35/42
01;110325;1;13/11/2025;000245;PA00561;4;46,20;184,80;5102;28 DD
02;504614;1;13/11/2025;000071;PA00526;16;62,86;1005,76;5102;28 DD
01;110326;1;13/11/2025;000099;PA00144;9;29,43;264,87;6102;À VISTA
01;110327;1;13/11/2025;000422;PA00119;16;29,98;479,68;5102;28 DD
01;110328;1;13/11/2025;917536;PA00317;4;58,73;234,92;5102;30 DD
01;110329;1;14/11/2025;981222;PA00505;2;56,42;112,84;5102;28 DD
01;110330;1;14/11/2025;000151;PA00266;20;27,47;549,40;5102;28/35/42
01;110331;1;14/11/2025;000358;PA00049;4;53,33;213,32;5102;À VISTA
01;110332;1;14/11/2025;000228;PA00109;1;33,00;33,00;6102;30 DD
02;504615;1;14/11/2025;000170;PA00567;1;53,32;53,32;6102;30 DD
02;504616;1;14/11/2025;000251;PA00521;1;56,80;56,80;5102;30 DD
02;504617;1;14/11/2025;000084;PA00270;8;42,44;339,52;6102;À VISTA
01;110333;1;14/11/2025;000288;PA00490;6;23,82;142,92;5102;28/35/42
01;110334;1;14/11/2025;000346;PA00482;1;21,21;21,21;5102;28 DD
01;110335;1;14/11/2025;000468;PA00273;2;42,25;84,50;5102;28 DD
01;110336;1;14/11/2025;000346;PA00473;2;30,94;61,88;6102;28 DD
01;110337;1;14/11/2025;000039;PA00296;2;30,62;61,24;5102;28 DD
01;110338;1;14/11/2025;000032;PA00442;5;30,06;150,30;5102;À VISTA
01;110339;1;14/11/2025;000094;PA00320;1;45,35;45,35;5102;À VISTA
01;110340;1;14/11/2025;000366;PA00010;6;12,15;72,90;6102;30 DD
